Bedroom,Bathroom,Property Size,Latitude,Longitude,Parking Lot,Facility_Barbeque area,Facility_Club house,Facility_Gymnasium,Facility_Jogging Track,Facility_Lift,Facility_Minimart,Facility_Multipurpose hall,Facility_Parking,Facility_Playground,Facility_Sauna,Facility_Security,Facility_Squash Court,Facility_Swimming Pool,Facility_Tennis Court,price
3,2,1230,3.15025555,101.7602101,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,365000
3,2,800,5.4063559,100.2827321,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,290000
3,2,800,5.4063559,100.2827321,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,330000
3,2,800,5.4063559,100.2827321,2,0,0,0,0,1,0,0,1,1,0,1,0,1,0,300000
3,2,800,5.4063559,100.2827321,2,1,0,0,0,1,0,0,1,0,0,1,0,1,0,295000
3,2,960,3.0738801,101.6716058,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,438000
3,2,1021,3.0988792,101.6454202,5,1,0,1,1,1,1,1,1,1,0,1,0,1,1,420000
3,2,906,1.4581986,103.7649059,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,268000
3,2,1131,1.4581986,103.7649059,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,300000
3,2,650,3.083333,101.416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124999
3,2,947,2.9179726,101.6840801,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,475000
3,2,969,3.073076,101.7626851,2,1,0,1,1,1,1,1,1,1,1,1,0,1,0,445000
3,2,850,2.9948437,101.7896595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199000
3,2,907,3.0342324,101.6170345,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,350000
3,2,700,5.4063559,100.2827321,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,280000
3,2,800,5.4063559,100.2827321,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,270000
3,2,800,5.4063559,100.2827321,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,250000
3,2,800,5.4063559,100.2827321,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,300000
3,2,1100,3.0988792,101.6454202,2,1,1,1,1,0,0,1,0,1,0,1,0,1,0,290000
4,2,1200,3.073076,101.7626851,2,1,1,1,1,1,0,0,1,1,1,1,1,1,1,290000
2,2,750,5.2948137,100.2595968,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295000
3,2,1200,3.083333,101.416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310000
3,2,926,3.083333,101.416667,2,1,1,1,1,1,0,0,1,1,0,1,0,1,0,456000
3,2,650,3.0342324,101.6170345,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,168000
3,2,1068,1.4581986,103.7649059,2,1,0,1,1,0,0,1,1,1,1,1,0,1,0,450000
3,2,700,5.3787214,100.2748754,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,350000
2,2,775,5.2817072,100.4765976,2,0,0,1,0,0,0,0,1,1,1,1,0,1,0,350000
3,2,700,5.4686686,100.2783191,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,299000
3,2,1000,5.8626228,116.1138146,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,300000
3,2,1033,2.1942647,102.2486651,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,165000
3,2,860,5.4686686,100.2783191,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,228000
3,2,1300,3.1618009,101.7353609,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,370000
3,2,700,3.0340649,101.7055684,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,128000
4,2,657,5.3873462,100.3145585,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,290000
3,2,700,5.3873462,100.3145585,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,438000
2,2,894,3.1824085,101.6711762,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,440000
1,1,484,1.4581986,103.7649059,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,250000
3,2,1232,3.1975774,101.7139655,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,460000
3,2,1400,1.4581986,103.7649059,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,450000
3,2,1150,3.2057139,101.731852,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,365000
3,2,800,3.0739429,101.5185278,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,265000
3,1,654,5.4686686,100.2783191,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,280000
3,2,795,5.3873462,100.3145585,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,360000
3,2,1410,3.0739429,101.5185278,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275000
3,2,1206,3.18934865,101.6811497,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,268000
3,2,700,5.3787214,100.2748754,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,350000
2,2,775,5.2817072,100.4765976,2,0,0,1,0,0,0,0,1,1,1,1,0,1,0,350000
3,2,700,5.4686686,100.2783191,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,299000
3,2,1000,5.8626228,116.1138146,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,300000
3,2,1033,2.1942647,102.2486651,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,165000
3,2,860,5.4686686,100.2783191,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,228000
3,2,1300,3.1618009,101.7353609,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,370000
3,2,700,3.0340649,101.7055684,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,128000
4,2,657,5.3873462,100.3145585,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,290000
3,2,700,5.3873462,100.3145585,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,438000
2,2,894,3.1824085,101.6711762,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,440000
1,1,484,1.4581986,103.7649059,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,250000
3,2,1232,3.1975774,101.7139655,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,460000
3,2,1400,1.4581986,103.7649059,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,450000
3,2,1150,3.2057139,101.731852,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,365000
3,2,800,3.0739429,101.5185278,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,265000
3,1,654,5.4686686,100.2783191,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,280000
3,2,795,5.3873462,100.3145585,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,360000
3,2,1410,3.0739429,101.5185278,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275000
3,2,1206,3.18934865,101.6811497,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,268000
3,2,900,5.2948137,100.2595968,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421000
3,2,606,3.0991919,101.7374229,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,238000
3,1,608,3.1505141,101.7600712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155000
3,2,760,3.0991919,101.7374229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195000
3,2,1100,2.1942647,102.2486651,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,350000
4,3,1216,1.4581986,103.7649059,2,1,0,1,1,0,1,1,1,1,1,1,1,1,1,300000
3,2,1092,3.178568,101.6954658,2,0,0,1,1,1,1,1,1,1,0,1,0,1,1,480000
4,3,3200,3.15025555,101.7602101,3,0,0,0,0,1,1,0,1,1,0,1,0,1,0,750000
3,2,914,3.0739429,101.5185278,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,315000
3,2,1055,3.2537121,101.6539012,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,270000
3,2,850,3.0739429,101.5185278,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,295000
3,2,900,5.2948137,100.2595968,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365000
3,2,1021,3.1975774,101.7139655,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,499000
3,2,1198,3.1998294,101.5929229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505000
5,3,2253,3.1618009,101.7353609,4,1,0,1,0,1,0,1,1,1,0,1,0,1,0,990000
4,2,1162,3.2027324,101.6373342,2,1,0,1,1,0,1,1,1,1,0,1,0,1,0,529000
3,2,800,3.2027324,101.6373342,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,168000
3,2,936,3.073076,101.7626851,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,270000
2,1,494,1.5369721,103.662103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170000
3,2,750,5.3683584,100.3099939,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,350000
3,2,900,3.13614,101.6307415,2,1,0,1,0,1,1,1,1,1,0,1,0,1,0,498000
3,2,789,3.4243336,101.5567085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160000
3,2,753,3.1998294,101.5929229,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,180000
3,2,828,3.0533462,101.6802937,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,312800
3,1,680,5.342892,100.2863328,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,230000
1,1,549,1.4581986,103.7649059,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,355000
3,2,1333,3.1699988,101.6521467,2,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1250000
3,2,1288,2.9948437,101.7896595,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,388000
1,1,1008,5.4686686,100.2783191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900000
2,1,520,5.4063559,100.2827321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125000
3,2,755,3.0739429,101.5185278,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220000
4,3,1100,2.9179726,101.6840801,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,298000
3,2,973,1.4581986,103.7649059,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,300000
3,2,1109,1.4581986,103.7649059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388000
3,2,650,3.0340649,101.7055684,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,105000
4,3,1557,5.9780066,116.0728988,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1059888
3,2,850,3.0291306,101.7472119,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,165000
3,2,950,2.9948437,101.7896595,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,168000
3,2,909,3.1013058,101.6767878,2,1,0,1,0,0,0,0,1,1,0,1,0,1,0,560000
3,3,1830,5.9780066,116.0728988,2,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1200000
3,2,830,3.2027324,101.6373342,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,168000
3,2,2670,4.2435206,117.885331,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,390000
3,2,750,3.0739429,101.5185278,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000
3,2,918,3.2027324,101.6373342,2,0,0,0,0,1,1,0,1,1,0,1,0,1,0,278000
3,2,1309,5.9780066,116.0728988,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1150000
3,2,1288,2.9948437,101.7896595,2,1,0,1,1,1,0,1,1,1,0,1,0,1,0,355000
3,2,850,5.9780066,116.0728988,2,0,0,0,1,0,0,0,1,1,0,1,0,1,0,280000
3,2,770,1.4865019,103.8854334,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,170000
4,2,1001,3.178568,101.6954658,2,1,0,0,0,1,1,1,1,1,0,1,0,1,0,550000
3,2,1668,3.0988792,101.6454202,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,735000
3,2,936,3.0739429,101.5185278,2,1,1,1,1,1,0,1,1,1,0,1,0,1,1,570000
3,2,1023,3.0533462,101.6802937,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,539000
3,2,950,3.237821,101.6811588,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,298000
3,2,848,5.8626228,116.1138146,2,0,0,1,0,0,1,0,1,1,0,1,0,1,0,530000
2,2,603,3.237821,101.6811588,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,102000
2,1,550,5.3207108,100.2681554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110000
4,2,1149,3.0739429,101.5185278,2,1,1,1,1,1,0,1,1,1,0,1,0,1,0,404800
3,2,850,3.051487,101.5823339,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,338800
4,2,850,3.083333,101.416667,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,299000
2,2,1019,1.4522711,103.6144729,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,400000
3,2,750,3.0991919,101.7374229,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,250000
3,2,1091,3.0533462,101.6802937,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,340000
3,2,1338,5.9780066,116.0728988,2,0,0,1,0,1,0,0,1,0,0,1,0,1,0,950000
3,2,870,5.9780066,116.0728988,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,438000
2,2,890,3.0959571,101.5904941,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,530000
3,2,1431,3.15025555,101.7602101,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,360000
3,2,1400,3.13614,101.6307415,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,630000
3,2,820,5.4647757,100.284463,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,330000
3,2,700,3.19976395,101.5928658,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,190000
3,2,710,3.0988792,101.6454202,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,249000
3,2,710,3.0988792,101.6454202,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,299000
2,2,862,1.4865019,103.8854334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305000
2,2,770,1.4581986,103.7649059,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,488000
3,2,1036,1.4865019,103.8854334,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364000
2,2,953,1.4581986,103.7649059,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,505000
3,2,850,5.8626228,116.1138146,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,275000
3,2,993,5.4686686,100.2783191,2,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1150000
3,2,850,3.073076,101.7626851,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,219999
3,2,878,3.178568,101.6954658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470000
4,3,1710,3.0533462,101.6802937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960000
3,2,700,3.19976395,101.5928658,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,190000
3,2,700,3.19976395,101.5928658,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,180000
3,2,850,3.19976395,101.5928658,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,234000
3,2,1058,3.0342324,101.6170345,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,330000
3,2,811,3.1077904,101.4621432,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260000
3,2,687,3.0342324,101.6170345,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,140000
3,2,1175,3.154323,101.7126043,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,430000
4,3,1396,3.0988792,101.6454202,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,490000
1,1,391,5.9780066,116.0728988,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,180000
3,2,841,5.2948137,100.2595968,2,1,0,1,0,1,1,0,1,1,1,1,0,1,0,660000
3,3,1162,3.0739429,101.5185278,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,415000
1,1,661,1.4581986,103.7649059,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,308000
3,2,1000,5.9780066,116.0728988,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,398000
2,2,1058,5.9780066,116.0728988,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,950000
2,2,1213,3.1013058,101.6767878,2,1,0,1,0,1,0,1,1,1,1,1,0,1,0,700000
3,2,773,3.0342324,101.6170345,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,235000
3,2,1200,3.0340649,101.7055684,2,1,1,1,1,1,1,0,1,1,1,1,0,1,1,400000
2,2,780,1.4522711,103.6144729,2,1,0,1,0,1,1,0,1,1,1,1,1,1,1,400000
4,3,1711,2.9338908,101.6455587,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,790000
3,2,1100,3.1975774,101.7139655,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,455000
3,2,1100,3.2057139,101.731852,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,398000
4,2,1331,3.1975774,101.7139655,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,390000
3,2,1400,3.0991919,101.7374229,2,1,0,1,1,1,1,0,1,1,0,1,0,1,1,385000
3,2,1200,2.9179726,101.6840801,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,450000
3,2,850,3.051487,101.5823339,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,600000
3,2,1024,1.4581986,103.7649059,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,303000
3,3,1409,5.3683584,100.3099939,2,0,0,1,0,0,1,0,1,1,0,1,1,1,0,1300000
3,3,1409,5.3683584,100.3099939,2,0,0,1,0,0,1,0,1,1,0,1,1,1,0,1300000
3,2,1008,2.9948437,101.7896595,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,244000
3,2,1000,5.9780066,116.0728988,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,450000
2,1,512,5.9780066,116.0728988,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,230000
2,1,409,5.9780066,116.0728988,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,600000
3,2,970,3.0342324,101.6170345,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,350000
3,2,935,3.1030637,101.6850208,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,589000
3,2,850,5.9780066,116.0728988,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,310000
3,3,1200,3.0340649,101.7055684,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,499000
3,2,850,3.083333,101.416667,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,289000
1,1,467,3.0739429,101.5185278,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,299000
1,1,526,1.4581986,103.7649059,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400000
3,2,987,5.8626228,116.1138146,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,420000
3,2,1000,5.9780066,116.0728988,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,450000
3,2,1130,5.3683584,100.3099939,2,1,0,1,1,1,0,1,1,1,0,1,1,1,0,810000
3,2,689,3.051487,101.5823339,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170000
3,2,728,3.3194747,101.5748537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90000
3,2,650,3.0340649,101.7055684,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,110000
3,2,728,3.3194747,101.5748537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80000
3,2,1100,3.0991919,101.7374229,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,460000
3,2,900,2.9040583,101.7862548,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,140000
3,2,1538,3.073076,101.7626851,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,269000
2,2,886,5.9780066,116.0728988,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360000
3,2,945,3.2026423,101.6372464,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,212000
3,2,1490,3.0533462,101.6802937,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,599900
3,2,650,5.3207108,100.2681554,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209000
3,1,657,3.2537121,101.6539012,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,158000
3,2,1198,5.3387947,100.2751026,2,1,0,1,1,0,0,0,0,1,0,1,0,1,0,500000
4,3,1750,5.4509926,100.3056236,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050000
3,2,960,2.9948437,101.7896595,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,340000
3,2,1160,5.4686686,100.2783191,2,0,0,1,1,1,0,0,1,0,0,1,0,1,1,890000
3,2,1399,1.5597561,110.345397,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,480000
3,2,805,3.1536719,101.593544,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,317000
3,2,1153,1.5597561,110.345397,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,490000
4,2,1474,5.342892,100.2863328,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,700000
3,2,1523,3.0533462,101.6802937,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,639000
3,1,650,3.1585208,101.7401858,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,230000
3,2,1520,1.5597561,110.345397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000
3,2,969,3.0739429,101.5185278,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,370000
3,2,665,5.7330227,115.9320971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113400
3,2,774,3.0991919,101.7374229,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,530000
3,2,700,3.1077904,101.4621432,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,270000
3,2,850,1.4581986,103.7649059,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,220000
3,2,680,3.0739429,101.5185278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155000
3,3,1200,3.0340649,101.7055684,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,499000
3,3,1200,3.0340649,101.7055684,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,499000
3,2,700,3.1998294,101.5929229,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,195000
4,3,1300,2.8029227,101.8001051,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,290000
3,2,825,3.0988792,101.6454202,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,170000
3,2,786,3.051487,101.5823339,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,245000
3,2,803,3.3194747,101.5748537,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,185000
3,2,750,6.1762851,116.2328137,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,133650
3,2,1197,1.4865019,103.8854334,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,350000
3,2,1528,4.3940102,113.9880199,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,728888
3,2,1050,2.9338908,101.6455587,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,240000
3,2,1079,2.9338908,101.6455587,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,220000
1,1,452,3.0340649,101.7055684,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,252000
3,2,850,3.3194747,101.5748537,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,275000
3,2,932,3.0739429,101.5185278,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,350000
3,2,1098,3.2377898,101.6813599,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,359999
3,2,1062,3.17861145,101.6954799,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,339999
3,3,1409,5.3683584,100.3099939,2,0,0,1,0,0,1,0,1,1,0,1,1,1,0,1150000
3,2,915,3.0291306,101.7472119,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,330000
2,1,581,3.0713838,101.6089714,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,520000
2,2,806,1.5597561,110.345397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339000
3,3,1045,2.9040583,101.7862548,2,0,1,0,0,1,1,1,1,1,0,1,0,1,0,262000
3,2,770,1.4959628,103.8164717,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,190000
4,2,1139,3.2537121,101.6539012,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,390000
3,2,700,5.2948137,100.2595968,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,198000
4,2,1550,3.1975774,101.7139655,2,0,0,1,1,0,1,0,1,1,0,1,0,1,0,635000
3,2,650,3.1656724,101.735074,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,180000
3,1,679,3.073076,101.7626851,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,180000
3,2,1200,3.2026423,101.6372464,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,430000
3,2,950,3.2377898,101.6813599,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,310000
3,4,2044,5.9780066,116.0728988,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1250000
2,1,712,6.1762851,116.2328137,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,250000
3,2,700,5.2948137,100.2595968,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,368000
2,1,712,6.1762851,116.2328137,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,250000
3,2,902,5.9780066,116.0728988,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,360000
3,2,700,5.2948137,100.2595968,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,328000
4,2,1206,3.2377898,101.6813599,2,0,0,1,0,1,1,1,1,1,1,1,0,1,0,379999
3,2,863,3.2342055,101.4258355,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,270000
4,3,1646,5.3873462,100.3145585,2,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1150000
3,2,820,3.073076,101.7626851,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,225000
5,2,1164,1.5369721,103.662103,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,295000
3,2,1033,5.4686686,100.2783191,2,1,0,1,1,0,0,1,1,1,0,1,0,0,0,680000
3,2,712,3.0459676,101.6462933,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,160000
3,2,800,3.0340649,101.7055684,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,190000
3,2,900,1.4522711,103.6144729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190000
3,2,850,3.083333,101.416667,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,170000
3,2,928,3.0739429,101.5185278,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,300000
3,1,705,3.0739429,101.5185278,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,270000
3,2,1399,1.5597561,110.345397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480000
4,4,1986,5.9876497,116.1023998,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1500000
3,2,915,1.5369721,103.662103,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456000
3,2,932,3.1536719,101.593544,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,399000
4,2,1228,3.1998294,101.5929229,2,1,0,1,1,1,1,1,1,1,1,1,0,1,0,550000
