Bedroom,Bathroom,Property Size,Latitude,Longitude,Parking Lot,Facility_Barbeque area,Facility_Club house,Facility_Gymnasium,Facility_Jogging Track,Facility_Lift,Facility_Minimart,Facility_Multipurpose hall,Facility_Parking,Facility_Playground,Facility_Sauna,Facility_Security,Facility_Squash Court,Facility_Swimming Pool,Facility_Tennis Court,price
4,2,1206,3.0991919,101.7374229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395000
3,2,1161,3.083333,101.416667,2,1,0,1,0,0,1,1,1,1,0,1,0,1,1,350000
3,2,1399,3.1827768,101.7452477,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,520000
3,2,810,3.0342324,101.6170345,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,230000
3,2,780,3.0342324,101.6170345,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,220000
3,2,900,3.1077904,101.4621432,2,0,0,1,1,1,1,1,1,1,0,1,0,1,1,310000
3,2,800,3.0988792,101.6454202,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,260000
3,1,650,3.0739429,101.5185278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145000
4,3,1626,3.156151,101.7145204,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,728000
3,2,1080,3.0739429,101.5185278,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,420000
3,2,1010,1.5597561,110.345397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135000
3,2,1101,1.5597561,110.345397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148000
1,1,548,1.5597561,110.345397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165000
3,2,856,3.20562475,101.7441811,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,295000
3,2,633,1.5597561,110.345397,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,250000
3,2,1173,3.0739429,101.5185278,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,355000
3,2,1200,5.2948137,100.2595968,2,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1450000
3,2,786,5.4063559,100.2827321,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,345000
3,1,654,5.4509926,100.3056236,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288000
4,3,1442,4.8546772,100.7438831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328000
3,1,667,3.0342324,101.6170345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000
3,2,670,3.0342324,101.6170345,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,160000
3,2,1207,3.0991919,101.7374229,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,530000
3,2,1173,3.0988792,101.6454202,2,1,0,1,1,1,0,1,1,1,0,1,0,1,0,750000
3,1,680,5.342892,100.2863328,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,230000
4,3,1386,3.0988792,101.6454202,2,1,0,1,1,1,1,1,1,1,0,1,1,1,1,400000
3,2,882,5.4063559,100.2827321,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,250000
4,4,2300,5.4647757,100.284463,2,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1818000
3,2,850,2.9338908,101.6455587,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,319000
3,2,850,1.4581986,103.7649059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275000
3,2,989,2.9040583,101.7862548,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,340000
3,2,810,3.083333,101.833333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140000
2,2,708,3.7985637,103.32199,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,399000
2,2,799,4.3349921,103.4811629,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275000
1,1,768,3.7985637,103.32199,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,270000
3,1,600,3.1827768,101.7452477,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,263000
1,1,777,2.941765,101.8205497,2,1,0,1,0,1,1,1,1,1,1,1,1,1,1,272000
3,2,1258,5.3207108,100.2681554,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,520000
1,1,610,3.0991919,101.7374229,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,300000
3,1,657,3.0739429,101.5185278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225000
2,2,792,3.0027625,101.3966735,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,400000
3,1,603,3.1275364,101.6790964,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,239000
3,2,906,1.4581986,103.7649059,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,268000
2,1,700,3.0991919,101.7374229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168000
1,1,464,3.0739429,101.5185278,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,288000
3,2,1009,3.178568,101.6954658,2,1,0,1,1,1,1,1,1,1,1,1,0,1,0,350000
3,2,656,3.083333,101.416667,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,190000
3,2,850,3.0739429,101.5185278,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,290000
3,2,1432,1.5597561,110.345397,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,900000
3,2,1080,5.290792,100.2485572,2,0,0,0,1,1,0,0,1,1,0,1,0,1,0,350000
1,1,614,1.4522711,103.6144729,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,355000
2,2,810,5.4647757,100.284463,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,395000
1,1,422,3.7985637,103.32199,2,0,0,1,0,1,0,0,1,0,0,1,0,1,0,400000
3,2,743,1.4581986,103.7649059,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,198000
2,2,430,3.1618009,101.7353609,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,345000
3,2,979,3.0340649,101.7055684,2,1,0,1,0,0,0,0,1,1,1,1,0,1,0,400000
3,2,1022,2.9948437,101.7896595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207000
3,2,1100,5.9780066,116.0728988,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,485000
3,2,738,5.9780066,116.0728988,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,295000
3,2,810,3.083333,101.833333,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,170000
3,2,786,3.0739429,101.5185278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205000
3,2,657,3.083333,101.416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128000
3,2,657,3.083333,101.416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115000
3,2,850,2.9040583,101.7862548,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,270000
3,3,1200,2.9179726,101.6840801,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,499000
3,2,973,1.4581986,103.7649059,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,318000
3,2,870,5.9780066,116.0728988,2,0,0,1,1,1,1,0,1,1,1,1,0,1,0,450000
2,2,1066,5.9780066,116.0728988,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000
1,1,732,3.06140365,101.6870765,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,260000
3,2,850,3.0739429,101.5185278,2,0,0,0,1,1,0,0,1,1,0,1,0,0,0,340000
3,2,650,2.9640179,101.5795198,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,119000
3,2,858,3.15025555,101.7602101,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,370000
3,2,1039,3.051487,101.5823339,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,430000
3,2,750,3.0739429,101.5185278,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000
3,2,750,3.0739429,101.5185278,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260000
3,2,750,3.0739429,101.5185278,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175000
3,2,816,3.3189044,101.5750187,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,210000
2,1,688,2.2202014,102.2015047,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206500
3,2,650,5.3207108,100.2681554,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,218000
4,2,1345,5.3873462,100.3145585,2,0,1,1,1,1,1,1,1,1,1,1,1,1,0,770000
2,1,590,5.2948137,100.2595968,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,220000
2,1,600,3.1699988,101.6521467,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,477100
4,3,1800,3.1593097,101.7133583,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,790000
3,2,810,3.083333,101.833333,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,180000
3,2,853,2.8008619,101.7094012,2,0,0,0,0,1,1,0,1,1,0,1,0,0,0,250000
3,2,678,2.941765,101.8205497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135000
3,2,853,2.8008619,101.7094012,2,0,0,0,1,1,1,0,1,1,0,1,0,0,0,275000
3,1,650,3.15025555,101.7602101,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,165000
3,2,905,5.342892,100.2863328,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,390000
3,2,966,1.4994762,103.7026995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235000
3,2,956,3.0340649,101.7055684,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,380000
3,2,700,5.4686686,100.2783191,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,420000
2,2,850,1.5354668,103.7572379,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,450000
3,2,975,2.9338908,101.6455587,2,1,0,1,1,1,1,1,1,1,0,1,0,1,0,420000
3,1,606,3.0342324,101.6170345,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,160000
3,2,657,3.0991919,101.7374229,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,215000
3,2,860,3.0739429,101.5185278,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,250000
4,2,1000,1.4494162,103.5872736,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,295000
3,2,1165,5.3387947,100.2751026,2,1,0,1,1,1,1,1,1,1,0,1,0,1,0,520000
3,2,775,2.9948437,101.7896595,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,125000
3,2,1000,3.0852015,101.437697,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,350000
3,1,721,2.8029227,101.8001051,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,200000
3,2,775,2.2176147,102.2734112,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,180000
3,2,975,3.2537121,101.6539012,2,0,0,1,1,1,0,1,1,1,0,1,0,1,0,470000
3,2,1382,3.1934939,101.6127619,3,0,0,1,0,1,1,0,1,1,0,1,1,1,0,663000
4,3,1508,3.0533462,101.6802937,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,928000
3,2,958,3.2026423,101.6372464,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560000
3,2,1133,3.3,101.7,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,320000
3,2,850,5.8391274,118.1158598,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,200000
4,3,1695,3.0533462,101.6802937,3,0,0,0,1,1,1,1,1,1,0,1,0,0,0,580000
3,2,850,2.5262491,101.8106156,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,330000
3,2,750,3.1077904,101.4621432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260000
3,2,660,3.0291306,101.7472119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105000
3,2,1000,5.4686686,100.2783191,2,1,0,1,1,1,1,1,1,1,1,1,0,1,1,480000
4,2,1181,3.18934865,101.6811497,2,1,0,1,0,1,1,1,1,1,0,1,0,1,0,460000
3,2,1300,3.1827768,101.7452477,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,490000
3,2,1095,5.3207108,100.2681554,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,565000
2,2,1050,2.1942647,102.2486651,2,1,0,1,0,1,1,1,1,1,1,1,1,1,0,525000
2,2,1050,2.1942647,102.2486651,2,1,0,1,0,1,1,1,1,1,1,1,1,1,0,525000
4,3,1091,5.4063559,100.2827321,2,0,0,1,0,1,1,0,1,1,1,1,1,1,1,650000
3,1,635,5.2948137,100.2595968,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230000
4,4,2883,6.12584,102.2399785,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1200000
3,2,751,3.2377898,101.6813599,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,180000
3,2,650,3.3194747,101.5748537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000
3,2,1366,2.9948437,101.7896595,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,370000
3,2,1100,5.2948137,100.2595968,2,1,1,0,0,0,0,1,1,1,1,0,0,1,0,640000
3,2,1200,5.2948137,100.2595968,2,1,1,0,0,0,0,1,1,1,1,0,0,1,0,680000
3,2,807,3.1505141,101.7600712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230000
3,2,947,2.9179726,101.6840801,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,452000
3,2,1155,5.2948137,100.2595968,2,1,0,1,1,1,0,1,1,1,1,1,0,1,0,720000
3,2,992,3.0988792,101.6454202,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,220000
3,2,882,5.4082015,100.3697208,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,230000
3,2,920,3.0991919,101.7374229,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,340000
3,2,870,3.0739429,101.5185278,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,235000
3,2,1276,3.073076,101.7626851,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,530000
1,1,533,3.073076,101.7626851,2,1,1,1,0,1,1,1,1,1,1,1,0,1,0,295000
3,2,1276,3.073076,101.7626851,2,1,0,1,0,1,1,1,1,1,1,1,0,1,0,542888
3,2,1130,3.0991919,101.7374229,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328000
3,2,1212,3.073076,101.7626851,2,0,0,0,1,1,1,1,1,1,0,1,0,0,0,350000
3,2,557,3.3,101.7,2,0,0,1,0,1,1,1,1,1,0,1,0,1,0,340000
3,2,1212,3.073076,101.7626851,2,0,0,0,1,1,1,1,1,1,0,1,0,0,0,336000
3,2,958,3.1701003,101.6048155,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,550000
3,2,1174,3.0988792,101.6454202,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,595000
3,2,850,3.0340649,101.7055684,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,338000
3,2,1034,2.9948437,101.7896595,2,1,1,1,0,1,0,0,1,1,0,1,0,1,0,425000
4,1,732,3.1505141,101.7600712,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,180000
3,1,700,3.0988792,101.6454202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185000
3,1,650,3.3194747,101.5748537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85000
4,3,2524,5.3870844,100.3821843,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328000
2,1,615,3.051487,101.5823339,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,255000
3,2,916,1.4581986,103.7649059,2,0,0,1,0,0,1,0,1,1,0,1,0,1,0,378000
2,1,635,3.0027625,101.3966735,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,380000
2,1,660,5.9780066,116.0728988,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270000
3,2,850,3.0342324,101.6170345,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,225000
2,2,700,5.9780066,116.0728988,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,250000
3,2,650,5.3207108,100.2681554,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,213000
3,2,1294,3.0342324,101.6170345,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,48000
3,2,950,1.4494162,103.5872736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268000
3,2,947,3.0991919,101.7374229,2,0,0,1,0,1,0,0,1,1,0,1,0,1,0,425000
2,2,1055,2.1942647,102.2486651,5,1,0,1,0,1,0,1,1,1,1,1,0,1,0,460000
1,1,689,2.1942647,102.2486651,5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,295000
2,2,710,2.1942647,102.2486651,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,460000
3,2,1088,2.2176147,102.2734112,2,0,0,1,0,0,0,0,0,1,1,0,0,1,0,568000
3,2,1088,2.2176147,102.2734112,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,500000
3,2,1050,1.5597561,110.345397,2,0,0,1,0,0,0,0,1,1,0,1,0,1,0,620000
3,2,753,2.941765,101.8205497,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,215000
2,1,1101,1.5597561,110.345397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148000
3,2,958,1.4581986,103.7649059,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,460000
3,2,720,3.2026423,101.6372464,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,180000
3,1,750,2.2478326,102.2195968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90000
2,2,904,2.5262491,101.8106156,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,140000
3,2,750,3.0988792,101.6454202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265000
3,2,929,2.8029227,101.8001051,2,1,0,1,1,1,1,1,1,1,0,1,0,1,0,315000
3,2,819,3.0991919,101.7374229,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,428000
3,2,830,3.0340649,101.7055684,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,209999
4,2,1260,3.0340649,101.7055684,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,249999
4,2,920,3.2377898,101.6813599,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,325000
2,2,701,5.9780066,116.0728988,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,868000
1,1,552,5.9780066,116.0728988,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,708000
2,2,900,5.9780066,116.0728988,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,369000
3,2,990,1.4581986,103.7649059,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,290000
1,1,680,1.5354668,103.7572379,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,259000
4,3,1661,3.1699988,101.6521467,2,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1150000
3,2,1050,1.4581986,103.7649059,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335000
3,2,1100,3.083333,101.416667,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,280000
3,2,926,3.1077904,101.4621432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340000
3,2,842,3.2342055,101.4258355,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,270000
4,3,1238,1.4581986,103.7649059,2,1,1,1,1,1,0,1,1,1,1,1,0,1,0,381000
3,2,998,3.1536719,101.593544,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,390000
3,2,945,3.20562475,101.7441811,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,250000
3,2,1128,2.9948437,101.7896595,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,275000
3,2,960,3.083333,101.416667,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,309000
3,2,990,1.4581986,103.7649059,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,250000
3,2,1012,3.2377898,101.6813599,2,1,0,1,0,1,1,1,1,1,1,1,0,1,0,320000
2,2,527,3.1505141,101.7600712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135000
3,2,720,3.2342055,101.4258355,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,160000
3,2,753,3.0991919,101.7374229,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,300000
3,2,650,2.941765,101.8205497,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,110000
3,2,1450,3.1505141,101.7600712,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,380000
3,2,850,3.083333,101.416667,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,210000
3,2,991,3.2377898,101.6813599,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,340000
3,2,900,2.9338908,101.6455587,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,345000
3,2,1173,3.0739429,101.5185278,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,355000
3,2,750,3.0739429,101.5185278,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,265000
3,2,753,3.1998294,101.5929229,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,180000
4,3,1547,3.051487,101.5823339,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,710000
3,2,1200,1.4581986,103.7649059,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,380000
4,2,1001,1.4581986,103.7649059,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000
3,2,850,1.4953437,103.9207048,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,155000
3,2,700,1.6666667,103.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79000
3,2,1431,3.1505141,101.7600712,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,360000
3,2,850,3.1505141,101.7600712,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,260000
3,2,667,3.0988792,101.6454202,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,175000
3,3,1711,3.051487,101.5823339,2,0,0,1,0,1,1,1,1,1,1,1,1,1,1,715000
3,2,1003,3.0739429,101.5185278,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,410000
3,3,1300,5.3248811,100.285231,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,470000
3,2,1431,3.1505141,101.7600712,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,360000
3,2,850,3.1505141,101.7600712,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,260000
3,2,667,3.0988792,101.6454202,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,175000
3,3,1711,3.051487,101.5823339,2,0,0,1,0,1,1,1,1,1,1,1,1,1,1,715000
3,2,1003,3.0739429,101.5185278,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,410000
3,3,1300,5.3248811,100.285231,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,470000
3,2,1210,3.2537121,101.6539012,2,1,0,1,1,1,1,0,1,1,0,1,0,1,0,390000
3,2,910,3.0988792,101.6454202,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,260000
3,2,750,3.0739429,101.5185278,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,213000
3,2,753,3.073076,101.7626851,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,240000
3,2,1054,2.9948437,101.7896595,2,1,1,1,1,1,1,1,1,1,1,1,0,1,0,295000
2,2,1411,3.1656724,101.735074,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,888000
3,2,856,3.0739429,101.5185278,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,265000
3,2,700,3.0342324,101.6170345,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,190000
3,2,912,1.4953437,103.9207048,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,258000
3,2,842,3.2342055,101.4258355,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,249000
4,6,1853,3.1592469,101.7133662,2,1,0,1,0,1,0,1,1,1,1,1,1,1,1,2300000
3,2,791,2.9948437,101.7896595,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,220000
2,2,1055,2.1942647,102.2486651,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,500000
3,2,778,3.0739429,101.5185278,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,205000
3,2,1023,1.4581986,103.7649059,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358000
3,2,950,1.4953437,103.9207048,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,250000
3,2,750,3.0739429,101.5185278,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,255000
2,1,410,5.9780066,116.0728988,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,230000
3,2,818,1.4865019,103.8854334,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,220000
3,2,1001,1.4581986,103.7649059,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210000
3,2,947,1.4581986,103.7649059,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,350000
2,1,560,3.0342324,101.6170345,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000
3,1,650,3.1377492,101.3732079,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,135000
2,1,624,1.4596157,110.4954562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125000
2,2,841,1.5597561,110.345397,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,340000
2,2,841,1.5597561,110.345397,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,350000
2,1,624,1.4596157,110.4954562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138000
2,2,921,1.5597561,110.345397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390000
2,2,640,1.5597561,110.345397,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,290000
3,2,1475,1.5597561,110.345397,2,1,1,1,0,1,0,0,1,1,0,1,0,1,0,700000
2,2,1077,1.5597561,110.345397,2,0,0,1,0,1,1,0,1,1,1,1,1,1,1,580000
2,2,1077,1.5597561,110.345397,2,0,0,1,0,1,1,0,1,1,1,1,1,1,1,600000
2,2,948,1.5597561,110.345397,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,688000
3,2,1316,1.5597561,110.345397,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,380000
3,2,1085,1.5597561,110.345397,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,220000
2,1,660,1.5597561,110.345397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168000
3,2,818,1.5597561,110.345397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275000
3,2,802,1.5597561,110.345397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325000
3,2,806,1.5597561,110.345397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000
3,3,1087,1.5597561,110.345397,2,1,0,0,1,0,0,1,0,1,1,1,0,0,0,550000
3,2,929,1.5597561,110.345397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188000
3,2,1300,1.5597561,110.345397,2,0,0,1,0,1,1,0,1,0,0,1,0,0,0,540000
3,2,1399,1.5597561,110.345397,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,480000
2,1,450,1.5597561,110.345397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78000
3,2,806,1.5597561,110.345397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280000
3,2,657,3.1505141,101.7600712,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,220000
3,2,1680,1.5597561,110.345397,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,430000
3,2,700,1.5597561,110.345397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188000
